artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,duration_minutes
the saturdays,higher,207613,FALSE,2010,61,65.53846154,86.28628629,10,-3.292,1,5.920138889,5.48712206,6.81E-06,30.94958968,61.25385406,117.011,pop,3.460216667
jay sean,do you remember,210306,FALSE,2009,2,87.69230769,66.86686687,11,-4.892,1,11.18055556,2.709966405,0,11.95779601,82.5282631,125.846,hip hop,3.5051
usher,hey daddy (daddy's home),224093,FALSE,2010,60,60.51282051,69.86986987,11,-4.262,1,4.965277778,0.019708847,0,12.54396249,36.17677287,95.975,hip hop,3.734883333
lil wayne,right above it,271946,TRUE,2010,68,38.56410256,84.18418418,3,-4.348,0,61.80555556,4.871220605,0,67.76084408,47.58478931,76.052,hip hop,4.532433333
the wanted,all time low,205200,FALSE,2010,18,70.66666667,61.56156156,8,-5.022,0,9.774305556,39.41769317,0,9.249706917,80.47276465,134.036,pop,3.42
kesha,your love is my drug,187133,FALSE,2010,69,84.71794872,61.26126126,1,-3.891,1,17.04861111,0.762597984,0,10.42203986,77.69784173,120.057,pop,3.118883333
ellie goulding,starry eyed,176613,FALSE,2010,54,51.69230769,81.48148148,5,-5.346,0,6.753472222,15.11758119,1.42E-05,37.98358734,61.25385406,149.967,pop,2.94355
drake,find your love,208946,FALSE,2010,56,64.1025641,61.36136136,6,-6.005,0,30.03472222,2.340425532,0,3.352872216,75.84789311,96.033,hip hop,3.482433333
jason derulo,ridin' solo,215746,FALSE,2010,66,45.33333333,83.08308308,9,-4.02,1,25.34722222,14.33370661,0,15.12309496,59.40390545,89.338,hip hop,3.595766667
two door cinema club,what you know,189693,FALSE,2010,0,56.41025641,75.37537538,6,-4.003,0,7.065972222,0.074468085,7.74E-06,10.7971864,86.43371017,139.048,World/Traditional,3.16155
jay-z,young forever,253906,TRUE,2009,65,65.33333333,69.06906907,9,-3.214,0,12.03125,46.69652856,0,24.73622509,10.58581706,140.329,hip hop,4.231766667
young money,bedrock,288133,TRUE,2009,71,75.17948718,66.46646647,8,-6.163,1,51.21527778,11.42217245,0,22.3915592,57.24563207,148.005,hip hop,4.802216667
b.o.b,nothin' on you (feat. bruno mars),268320,FALSE,2010,74,70.56410256,85.38538539,10,-5.814,1,8.559027778,43.22508399,0,10.10550996,76.36176773,103.993,hip hop,4.472
katy perry,teenage dream,227741,FALSE,2010,69,73.74358974,79.87987988,10,-4.582,1,6.267361111,1.814109742,2.34E-06,15.70926143,60.73997945,120.011,pop,3.795683333
scouting for girls,this ain't a love song,210680,FALSE,2017,52,46.97435897,90.59059059,0,-4.157,1,7.829861111,0.048264278,0,44.31418523,56.83453237,176.667,pop,3.511333333
travie mccoy,billionaire (feat. bruno mars),211160,TRUE,2010,72,64.92307692,67.36736737,6,-6.403,0,44.79166667,33.25867861,0,24.15005862,67.7286742,86.776,hip hop,3.519333333
owl city,fireflies,228346,FALSE,2009,78,52.51282051,66.26626627,3,-6.797,1,7.621527778,3.079507279,0,13.83352872,48.50976362,180.114,rock,3.805766667
alicia keys,empire state of mind (part ii) broken down,216480,FALSE,2009,71,49.64102564,36.83683684,6,-7.784,1,5.920138889,82.86674132,3.82E-05,13.83352872,14.59403905,92.923,pop,3.608
lady a,need you now,236440,FALSE,2010,73,59.58974359,71.77177177,4,-4.433,1,5.520833333,3.337066069,0.000186,28.4876905,32.47687564,107.884,pop,3.940666667
taylor swift,back to december,293026,FALSE,2010,65,54.25641026,67.06706707,2,-4.663,1,5.260416667,13.1019037,0,39.15592028,29.39362795,141.893,pop,4.883766667
neon trees,animal,212306,FALSE,2010,64,49.43589744,82.98298298,5,-5.576,1,7.586805556,0.038073908,0,44.31418523,75.95066804,147.99,rock,3.538433333
kris allen,live like we're dying,212506,FALSE,2009,51,60.41025641,89.38938939,0,-2.948,1,6.892361111,3.057110862,0,40.21101993,96.60842754,92.011,pop,3.541766667
matt cardle,when we collide,226000,FALSE,2011,46,45.43589744,68.36836837,2,-5.521,1,5.954861111,2.217245241,5.26E-06,36.6940211,45.94039054,81.986,pop,3.766666667
robyn,dancing on my own,288670,FALSE,2010,0,70.46153846,86.58658659,6,-4.663,1,6.059027778,8.320268757,0.225,11.32473623,26.82425488,117.015,pop,4.811166667
the band perry,if i die young,222773,FALSE,2010,64,62.15384615,49.74974975,4,-6.611,1,4.809027778,38.96976484,0,32.23915592,37.2045221,130.739,country,3.712883333
b.o.b,magic (feat. rivers cuomo),196133,FALSE,2010,65,56.30769231,93.29329329,8,-4.11,0,59.54861111,1.422172452,0,40.67995311,80.88386434,82.439,hip hop,3.268883333
adele,rolling in the deep,228093,TRUE,2011,2,74.87179487,77.07707708,8,-5.114,1,5.173611111,15.45352744,0,5.545134818,52.10688592,104.948,pop,3.80155
maroon 5,"moves like jagger - studio recording from ""the voice"" performance",201493,FALSE,2010,77,74.05128205,76.17617618,11,-4.459,0,8.246527778,1.31019037,0,36.92848769,64.1315519,128.044,pop,3.358216667
lmfao,party rock anthem,262146,FALSE,2011,73,77.02564103,73.67367367,5,-4.168,0,27.08333333,2.306830907,0,31.06682298,36.17677287,130.014,hip hop,4.3691
katy perry,firework,227893,FALSE,2010,72,65.43589744,83.28328328,8,-5.039,1,8.506944444,15.78947368,0,13.24736225,66.59815005,124.071,pop,3.798216667
bruno mars,grenade,222091,FALSE,2010,78,72.20512821,55.85585586,2,-7.273,0,9.409722222,16.57334826,0,12.54396249,25.17985612,110.444,pop,3.701516667
pitbull,hey baby (drop it to the floor) (feat. t-pain),234453,FALSE,2011,71,61.02564103,91.29129129,10,-3.428,0,15.34722222,4.860022396,0,30.36342321,78.31449126,128.024,hip hop,3.90755
alexandra stan,mr. saxobeat,195105,FALSE,2011,0,74.46153846,93.19319319,11,-4.152,0,8.125,2.441209406,0.000283,16.76436108,81.91161357,126.976,pop,3.25175
david guetta,who's that chick? (feat. rihanna),201040,FALSE,2010,71,69.23076923,60.26026026,11,-4.733,0,20.13888889,0.422172452,0,5.369284877,95.88900308,127.938,hip hop,3.350666667
jennifer lopez,on the floor,284866,FALSE,2011,79,74.87179487,77.77777778,3,-5.194,0,8.611111111,11.7581187,0.000478,8.100820633,59.09558068,130,hip hop,4.747766667
rihanna,s&m,243533,FALSE,2010,73,78.66666667,68.26826827,1,-5.02,1,7.291666667,1.265397536,0.00016,12.1922626,85.61151079,127.975,hip hop,4.058883333
kesha,blow,219973,FALSE,2010,69,77.23076923,72.97297297,11,-3.862,0,6.805555556,0.374020157,5.66E-05,8.558030481,83.45323741,120.013,pop,3.666216667
snoop dogg,sweat - remix,195986,FALSE,2011,68,83.38461538,73.27327327,7,-5.636,1,5.208333333,6.685330347,0.00137,9.683470106,75.12846865,130.02,hip hop,3.266433333
taio cruz,higher,187626,FALSE,2010,61,68.92307692,90.79079079,8,-5.069,0,12.51736111,0.537513998,3.40E-05,18.2883939,76.6700925,128.027,hip hop,3.1271
usher,more - redone jimmy joker remix,219986,FALSE,2010,67,56.51282051,89.38938939,7,-2.628,1,9.427083333,0.185890258,0,40.7971864,81.6032888,125.083,hip hop,3.666433333
example,changed the way you kiss me - radio edit,195466,FALSE,2011,42,59.28205128,85.78578579,4,-3.78,0,7.118055556,0.613661814,0.00162,11.1137163,19.32168551,126.979,pop,3.257766667
black eyed peas,just can’t get enough,219426,FALSE,2010,76,67.58974359,62.86286286,0,-8.685,0,31.07638889,20.82866741,0,12.3094959,26.9270298,94.05,hip hop,3.6571
david guetta,where them girls at (feat. nicki minaj & flo rida),194840,TRUE,2012,72,68.30769231,87.68768769,3,-3.078,1,7.1875,6.159014558,0,30.36342321,56.73175745,129.884,hip hop,3.247333333
lykke li,i follow rivers - the magician remix,281106,FALSE,2011,51,80.61538462,70.97097097,9,-5.737,0,6.857638889,2.150055991,0.00118,9.906213365,29.29085303,122.019,pop,4.6851
pitbull,"give me everything (feat. ne-yo, afrojack & nayer)",252306,FALSE,2011,81,68.82051282,93.99399399,8,-3.206,1,27.95138889,21.38857783,0,34.93552169,54.47070915,129.024,hip hop,4.2051
selena gomez & the scene,love you like a love song,188453,FALSE,2011,79,88,67.86786787,1,-3.87,0,8.142361111,8.521836506,0,8.686987104,94.75847893,117.009,pop,3.140883333
wiz khalifa,black and yellow,217666,TRUE,2011,75,70.15384615,83.48348348,2,-4.524,0,11.71875,7.234042553,0,31.77022274,55.29290853,164.02,hip hop,3.627766667
katy perry,e.t.,229573,FALSE,2012,65,63.58974359,86.98698699,1,-5.252,1,30.38194444,2.0268757,0,43.25908558,78.10894142,151.684,pop,3.826216667
britney spears,i wanna go,210266,FALSE,2011,66,71.38461538,54.65465465,5,-6.55,1,7.1875,0.424412094,3.80E-06,38.92145369,80.88386434,130.002,pop,3.504433333
gym class heroes,stereo hearts (feat. adam levine),210960,FALSE,2011,81,66.25641026,79.57957958,9,-3.293,1,16.94444444,3.572228443,0,31.30128957,81.80883864,89.99,hip hop,3.516
enrique iglesias,tonight (i'm fuckin' you),232213,TRUE,2010,63,66.46153846,89.08908909,0,-3.982,0,9.079861111,3.292273236,3.58E-06,13.59906213,32.99075026,125.953,pop,3.870216667
jeremih,down on me,228453,FALSE,2010,72,71.79487179,59.85985986,2,-7.783,1,19.79166667,4.132138858,0,13.01289566,61.04830421,160.041,hip hop,3.80755
sak noel,loca people - radio edit,215624,TRUE,2011,49,94.97435897,80.88088088,11,-3.148,0,10.39930556,0.102463606,0.00327,6.037514654,72.04522097,127.998,Dance/Electronic,3.593733333
olly murs,heart skips a beat (feat. rizzle kicks),202266,FALSE,2011,61,86.46153846,88.18818819,9,-3.951,1,10.08680556,15.6774916,0,8.968347011,90.03083248,110.621,pop,3.3711
lmfao,sexy and i know it,199480,FALSE,2011,67,72.51282051,86.18618619,7,-4.225,1,54.86111111,11.19820829,0,22.3915592,81.70606372,130.021,hip hop,3.324666667
cobra starship,you make me feel... (feat. sabi),215693,FALSE,2011,70,68.51282051,85.78578579,7,-2.944,0,9.288194444,2.138857783,6.71E-06,4.513481829,76.87564234,131.959,pop,3.594883333
jessie j,do it like a dude,195240,TRUE,2011,57,68,84.38438438,2,-3.672,1,8.506944444,5.498320269,0,42.67291911,38.54059609,140.036,hip hop,3.254
dj fresh,louder (feat. sian evans) - radio edit,206776,FALSE,2012,55,31.79487179,92.69269269,6,-1.131,0,8.055555556,2.060470325,0.00792,56.62368113,50.668037,139.85,pop,3.446266667
waka flocka flame,no hands (feat. roscoe dash & wale),263773,TRUE,2010,76,77.94871795,59.55955956,1,-6.366,1,6.788194444,0.609182531,0,28.25322392,37.10174717,131.497,hip hop,4.396216667
m83,midnight city,243960,FALSE,2011,76,52,72.97297297,11,-5.399,0,6.822916667,2.038073908,1.40E-06,7.713950762,27.95477903,105.013,rock,4.066
britney spears,till the world ends,237946,FALSE,2011,65,71.07692308,70.57057057,8,-5.747,1,11.54513889,2.553191489,0,23.68112544,46.24871531,131.951,pop,3.965766667
labrinth,earthquake (feat. tinie tempah),274600,TRUE,2012,62,55.38461538,85.68568569,0,-3.966,0,17.36111111,12.20604703,0,32.35638921,26.51593011,153.071,pop,4.576666667
jason derulo,don't wanna go home,206080,FALSE,2011,63,68.82051282,80.88088088,2,-4.861,0,11.31944444,2.239641657,0,15.70926143,65.4676259,121.956,hip hop,3.434666667
coldplay,paradise,278719,FALSE,2011,82,46.05128205,58.55855856,5,-6.761,1,4.652777778,5.699888018,8.75E-05,9.765533411,21.78828366,139.631,rock,4.645316667
katy perry,last friday night (t.g.i.f.),230746,FALSE,2012,74,66.56410256,81.58158158,3,-3.796,0,7.204861111,0.139977604,4.31E-05,78.66354045,78.62281603,126.03,pop,3.845766667
adele,set fire to the rain,242973,FALSE,2011,2,61.84615385,67.06706707,2,-3.882,0,4.322916667,0.456886898,1.66E-06,13.13012896,45.7348407,107.995,pop,4.04955
dr. dre,i need a doctor,283733,TRUE,2011,71,60.92307692,94.69469469,3,-4.521,1,78.47222222,9.731243001,0,35.87338804,40.8016444,155.826,hip hop,4.728883333
lil wayne,6 foot 7 foot,248586,TRUE,2011,1,37.33333333,75.27527528,2,-5.429,1,52.77777778,0.078387458,0,37.28018757,62.28160329,79.119,hip hop,4.1431
dj khaled,i'm on one,296146,TRUE,2011,70,42.35897436,80.78078078,11,-3.499,0,55.20833333,6.002239642,0,73.97420868,45.01541624,149.33,hip hop,4.935766667
chris brown,look at me now (feat. lil' wayne & busta rhymes),222586,TRUE,2011,71,78.66666667,67.76776777,11,-6.128,0,31.94444444,3.796192609,5.51E-06,16.88159437,55.29290853,146.155,hip hop,3.709766667
far east movement,rocketeer,211253,FALSE,2010,61,68.1025641,84.58458458,4,-6.115,0,8.003472222,20.268757,0,31.30128957,36.69064748,96.005,hip hop,3.520883333
the wanted,glad you came,197935,FALSE,2011,77,74.05128205,85.18518519,7,-3.873,0,11.09375,3.572228443,0,12.66119578,46.45426516,126.885,pop,3.298916667
kesha,we r who we r,204760,FALSE,2010,71,75.48717949,81.78178178,8,-4.9,1,7.065972222,1.105263158,0.00167,13.71629543,67.11202467,119.95,pop,3.412666667
kelly rowland,motivation,230560,FALSE,2011,65,76.30769231,67.26726727,9,-5.589,0,7.256944444,20.9406495,0.000123,12.3094959,27.3381295,140.889,hip hop,3.842666667
rihanna,we found love,215226,FALSE,2011,75,75.38461538,76.67667668,1,-4.485,1,6.649305556,2.799552072,0.00138,12.66119578,61.66495375,127.985,hip hop,3.5871
nicole scherzinger,don't hold your breath,197440,FALSE,2011,62,67.69230769,79.77977978,5,-6.096,0,4.548611111,0.723404255,0.000108,21.92262603,69.27029805,110.955,pop,3.290666667
mann,buzzin remix,224333,TRUE,2011,48,70.46153846,93.99399399,10,-4.372,0,25.34722222,9.93281075,0,33.17702227,55.39568345,104.029,hip hop,3.738883333
chris brown,yeah 3x,241666,TRUE,2011,69,72.30769231,88.28828829,11,-3.201,0,7.725694444,0.041321389,1.16E-06,10.94958968,71.94244604,130,hip hop,4.027766667
swedish house mafia,save the world,213337,FALSE,2011,65,52,66.56656657,0,-7.598,1,8.229166667,1.612541993,0,8.898007034,41.10996917,126.879,pop,3.555616667
kanye west,all of the lights,299613,TRUE,2010,76,54.46153846,80.38038038,1,-3.284,1,12.44791667,8.913773796,1.71E-05,20.63305979,22.71325797,142.113,hip hop,4.99355
miguel,sure thing,195373,FALSE,2010,78,70.15384615,60.76076076,11,-8.127,0,17.36111111,2.989921613,0.000307,22.3915592,51.18191161,81.001,pop,3.256216667
diddy - dirty money,coming home,238693,FALSE,2010,69,40.20512821,83.98398398,7,-1.921,1,33.50694444,17.69316909,0,35.16998828,23.84378212,168.001,hip hop,3.978216667
chris brown,beautiful people,225881,FALSE,2019,53,42.56410256,77.57757758,5,-6.366,0,27.95138889,7.368421053,0.00431,9.882766706,55.08735868,127.898,hip hop,3.764683333
avril lavigne,what the hell,220706,FALSE,2011,74,59.28205128,92.69269269,6,-3.689,0,9.513888889,0.528555431,0.0127,16.4126612,90.1336074,149.976,pop,3.678433333
professor green,read all about it,235735,TRUE,2011,39,67.28205128,75.27527528,11,-5.522,0,7.534722222,37.62597984,0,26.14302462,45.7348407,100.963,Dance/Electronic,3.928916667
chase & status,blind faith,233666,FALSE,2011,60,46.15384615,84.68468468,9,-4.712,0,8.194444444,0.585666293,0,26.72919109,41.31551901,140.042,Dance/Electronic,3.894433333
selena gomez & the scene,who says,195613,FALSE,2011,76,69.94871795,92.79279279,4,-2.915,1,8.315972222,9.440089586,0,17.46776084,76.46454265,101.019,pop,3.260216667
rizzle kicks,down with the trumpets,186851,FALSE,2011,59,77.23076923,88.08808809,4,-4.689,0,13.99305556,9.742441209,0,28.13599062,81.6032888,115.057,hip hop,3.114183333
lady gaga,born this way,260253,FALSE,2011,72,60.20512821,82.88288288,11,-5.108,1,27.95138889,0.366181411,0,38.8042204,50.77081192,123.907,pop,4.33755
nicki minaj,super bass,200013,TRUE,2010,0,73.84615385,86.18618619,11,-4.339,1,36.28472222,30.12318029,5.11E-06,70.45720985,68.75642343,126.991,hip hop,3.33355
mac miller,donald trump,165908,TRUE,2011,61,65.23076923,90.19019019,1,-7.094,0,20.48611111,13.32586786,0,45.83821805,85.91983556,162.994,hip hop,2.765133333
calvin harris,bounce (feat. kelis) - radio edit,222186,FALSE,2012,62,79.8974359,96.3963964,2,-2.125,0,6.927083333,3.740201568,0.493,77.84290739,78.0061665,127.941,hip hop,3.7031
david guetta,without you (feat. usher),208133,FALSE,2012,70,62.35897436,61.46146146,2,-3.727,1,4.947916667,25.41993281,4.06E-06,18.4056272,41.31551901,127.884,hip hop,3.468883333
foster the people,pumped up kicks,239600,FALSE,2011,82,75.17948718,71.07107107,5,-5.849,0,5.069444444,16.23740202,0.115,11.20750293,99.17780062,127.975,rock,3.993333333
drake,headlines,235986,TRUE,2011,74,65.23076923,56.65665666,6,-7.16,0,18.40277778,40.87346025,0.000353,10.75029308,43.67934224,151.894,hip hop,3.9331
jessie j,price tag,223053,FALSE,2011,73,65.23076923,83.18318318,5,-3.945,1,31.59722222,3.292273236,3.85E-06,31.88745604,68.65364851,175.015,hip hop,3.71755
jason aldean,dirt road anthem,229413,FALSE,2010,53,69.53846154,73.97397397,2,-5.068,1,6.111111111,35.83426652,2.36E-06,13.59906213,67.62589928,127.037,country,3.82355
wiz khalifa,roll up,227773,TRUE,2011,63,53.64102564,80.58058058,3,-5.473,1,33.33333333,5.867861142,0,10.71512309,61.8705036,125.358,hip hop,3.796216667
onerepublic,good life,253306,TRUE,2009,72,65.02564103,69.06906907,6,-7.804,1,9.027777778,8.633818589,0,15.47479484,66.28982528,94.988,pop,4.221766667
bad meets evil,lighters,303813,TRUE,2011,68,69.33333333,69.56956957,0,-8.327,1,42.53472222,39.41769317,0,13.95076202,14.7995889,90.268,hip hop,5.06355
bruno mars,the lazy song,189109,FALSE,2010,75,81.43589744,71.17117117,8,-5.124,0,12.13541667,33.59462486,0,11.1957796,98.15005139,174.915,pop,3.151816667
lupe fiasco,the show goes on,239613,TRUE,2011,70,60.61538462,88.98898899,7,-3.839,1,19.96527778,2.116461366,0,18.17116061,66.8036999,143.067,hip hop,3.99355
james morrison,i won't let you go,229303,FALSE,2011,64,55.07692308,61.16116116,0,-6.427,1,5.277777778,25.64389698,0,17.11606096,16.54676259,105.955,pop,3.821716667
jason derulo,it girl,192200,FALSE,2011,70,68.51282051,71.87187187,1,-4.736,0,10.50347222,1.847704367,0,12.1922626,35.45734841,91.993,hip hop,3.203333333
adele,someone like you,285240,FALSE,2011,4,56.82051282,32.13213213,9,-8.251,1,4.861111111,100,0,11.67643611,29.5991778,135.047,pop,4.754
red hot chili peppers,the adventures of rain dance maggie,282400,FALSE,2011,65,70.05128205,73.47347347,4,-4.523,0,5.034722222,0.125419933,0.0139,30.24618992,59.1983556,106.254,rock,4.706666667
keri hilson,pretty girl rock,243920,FALSE,2010,67,68.30769231,87.08708709,11,-5.004,0,42.70833333,22.73236282,0,9.976553341,92.49743063,160.014,pop,4.065333333
p!nk,f**kin' perfect,213413,TRUE,2010,60,57.74358974,67.16716717,7,-4.788,1,6.475694444,4.725643897,0,42.20398593,46.24871531,91.964,pop,3.556883333
lady gaga,the edge of glory,320546,FALSE,2011,67,59.79487179,76.87687688,9,-6.477,1,7.118055556,0.036170213,0.0162,12.77842907,36.69064748,127.952,pop,5.342433333
lady a,just a kiss,218840,FALSE,2011,63,60.82051282,63.96396396,1,-5.826,1,5.329861111,49.94400896,0,11.69988277,34.12127441,142.881,pop,3.647333333
hot chelle rae,tonight tonight,200466,FALSE,2011,73,70.35897436,78.37837838,4,-4.977,1,20.65972222,8.555431131,0,19.10902696,83.65878726,99.978,hip hop,3.3411
grouplove,tongue tied,218013,FALSE,2011,79,57.43589744,93.69369369,3,-5.835,1,7.621527778,0.948488242,0,18.87456038,38.1294964,112.96,pop,3.63355
coldplay,every teardrop is a waterfall,240796,FALSE,2011,69,43.58974359,73.27327327,9,-6.883,1,6.875,0.217245241,0.0103,20.04689332,34.22404933,117.98,rock,4.013266667
beyoncé,best thing i never had,253746,FALSE,2011,69,55.8974359,64.96496496,6,-4.062,1,5.625,16.01343785,1.57E-05,10.48065651,30.52415211,99.099,pop,4.2291
p!nk,raise your glass,202960,TRUE,2010,76,71.79487179,70.97097097,7,-5.006,1,14.54861111,0.537513998,0,3.399765533,64.1315519,122.019,pop,3.382666667
christina perri,jar of hearts,246587,FALSE,2011,72,35.79487179,34.83483483,3,-6.142,1,5.486111111,81.29899216,0,14.06799531,9.105858171,74.541,pop,4.109783333
bruno mars,marry you,230192,FALSE,2010,75,63.69230769,82.08208208,10,-4.865,1,6.371527778,37.17805151,0,12.1922626,46.45426516,144.905,pop,3.836533333
lil wayne,how to love,240306,FALSE,2011,0,66.05128205,66.16616617,11,-6.093,1,7.256944444,0.019820829,5.23E-06,12.66119578,27.95477903,153.992,hip hop,4.0051
christina perri,a thousand years,285120,FALSE,2011,70,43.17948718,40.74074074,10,-7.445,1,4.635416667,34.60246361,0.000961,12.89566237,16.54676259,139.028,pop,4.752
carly rae jepsen,call me maybe,193400,FALSE,2012,78,80.30769231,58.05805806,7,-6.548,1,7.083333333,1.276595745,2.28E-06,12.66119578,67.83144913,120.021,pop,3.223333333
fun.,we are young (feat. janelle monáe),250626,FALSE,2012,76,38.76923077,63.86386386,10,-5.576,1,13.02083333,2.239641657,7.66E-05,9.953106682,75.53956835,184.086,rock,4.1771
sean paul,she doesn't mind,227786,FALSE,2012,70,73.64102564,77.67767768,7,-5.208,0,12.03125,0.06987682,5.30E-06,24.26729191,63.92600206,120.015,hip hop,3.796433333
pitbull,international love (feat. chris brown),227280,FALSE,2011,74,68.71794872,85.58558559,0,-3.035,0,8.663194444,1.388577828,0,39.27315358,66.59815005,120.05,hip hop,3.788
dev,in the dark,226226,FALSE,2012,52,75.48717949,82.48248248,8,-4.231,1,11.66666667,0.400895857,0.000921,38.56975381,45.52929085,124.954,pop,3.770433333
adele,skyfall,286480,FALSE,2012,74,35.48717949,55.25525526,0,-6.864,0,4.895833333,46.69652856,0,13.36459555,8.108941418,75.881,pop,4.774666667
david guetta,turn me on (feat. nicki minaj),199680,FALSE,2012,65,72.20512821,79.37937938,8,-2.266,1,10.26041667,5.464725644,0,67.4091442,42.34326824,127.96,hip hop,3.328
rihanna,where have you been,242680,FALSE,2011,71,73.74358974,84.78478478,0,-6.34,0,15.90277778,0.225083987,0.0204,26.14302462,45.63206578,127.963,hip hop,4.044666667
jay-z,ni**as in paris,219333,TRUE,2011,82,80.92307692,85.88588589,1,-5.542,1,53.99305556,14.22172452,0,40.9144197,79.65056526,140.022,hip hop,3.65555
maroon 5,one more night,219546,FALSE,2012,74,73.43589744,82.18218218,5,-3.435,0,5.451388889,6.248600224,0,9.894490035,63.51490236,92.997,pop,3.6591
skrillex,bangarang (feat. sirah),215253,TRUE,2011,70,73.43589744,97.2972973,7,-2.302,1,34.02777778,1.623740202,3.22E-05,37.16295428,59.1983556,110.026,hip hop,3.58755
the wanted,chasing the sun,198800,FALSE,2012,69,65.33333333,73.27327327,7,-6.209,0,16.75347222,27.32362822,0,58.38218054,69.88694758,128.108,pop,3.313333333
flo rida,whistle,224653,FALSE,2012,77,76.61538462,93.79379379,0,-5.746,1,7.864583333,2.329227324,0,33.99765533,75.95066804,103.976,hip hop,3.744216667
will.i.am,this is love,279026,FALSE,2013,62,54.87179487,79.67967968,0,-3.446,0,7.725694444,0.529675252,0,16.99882767,28.98252826,128.954,hip hop,4.650433333
david guetta,she wolf (falling to pieces) [feat. sia],222500,FALSE,2012,66,50.46153846,85.78578579,7,-2.634,1,11.37152778,9.417693169,7.82E-06,40.32825322,40.39054471,129.973,hip hop,3.708333333
nicki minaj,pound the alarm,205640,TRUE,2012,64,74.66666667,85.88588589,9,-3.686,1,10.57291667,4.51287794,4.09E-06,2.825322392,60.73997945,125.055,hip hop,3.427333333
kendrick lamar,swimming pools (drank) - extended version,313786,TRUE,2012,63,73.43589744,48.54854855,1,-7.745,1,70.13888889,13.77379619,2.69E-05,70.80890973,26.72147996,74.132,hip hop,5.229766667
marina,primadonna,221075,FALSE,2012,78,67.69230769,68.96896897,4,-2.671,0,5.850694444,9.899216125,0,10.80890973,43.88489209,127.98,pop,3.684583333
kanye west,mercy,329320,TRUE,2012,73,57.74358974,49.64964965,6,-9.381,0,70.48611111,7.670772676,5.80E-05,20.28135991,43.78211716,139.993,hip hop,5.488666667
dj fresh,hot right now (feat. rita ora) - radio edit,182333,FALSE,2012,58,53.74358974,97.2972973,4,-1.569,0,7.482638889,0.734602464,0.00058,26.26025791,48.92086331,175.017,pop,3.038883333
psy,gangnam style (강남스타일),219493,FALSE,2012,72,74.56410256,93.79379379,11,-2.871,0,49.65277778,0.466965286,0,10.66822978,76.97841727,132.067,pop,3.658216667
kesha,die young,211920,FALSE,2012,78,72.92307692,70.07007007,1,-4.805,0,7.986111111,0.557670773,0.000125,25.20515826,82.32271326,128.001,pop,3.532
usher,scream,234693,FALSE,2012,66,63.17948718,86.28628629,7,-5.18,0,16.89236111,0.131019037,0,20.98475967,58.47893114,127.992,hip hop,3.91155
olly murs,troublemaker (feat. flo rida),185586,FALSE,2012,0,78.15384615,86.38638639,0,-3.689,0,9.809027778,1.679731243,0,14.65416178,99.17780062,106.008,pop,3.0931
linkin park,burn it down,230253,FALSE,2012,73,60,97.2972973,9,-4.45,0,9.270833333,1.601343785,0,8.288393904,60.12332991,110.006,rock,3.83755
bruno mars,locked out of heaven,233478,FALSE,2012,85,74.46153846,69.86986987,5,-4.165,1,7.482638889,5.48712206,0,36.22508792,89.10585817,143.994,pop,3.8913
avicii,levels - radio edit,199906,FALSE,2011,77,59.8974359,88.98898899,1,-5.941,0,5.954861111,5.173572228,0.828,36.22508792,47.68756423,126.04,pop,3.331766667
flo rida,good feeling,248133,FALSE,2012,76,72.41025641,89.08908909,1,-4.444,0,11.94444444,6.584546473,0.00286,35.87338804,70.29804728,128.011,hip hop,4.13555
rihanna,diamonds,225146,FALSE,2012,75,57.84615385,71.07107107,11,-4.92,0,8.003472222,0.139977604,0,12.77842907,40.39054471,91.972,hip hop,3.752433333
wiz khalifa,"work hard, play hard",219026,TRUE,2012,62,80.71794872,66.66666667,11,-4.475,1,8.420138889,4.580067189,1.91E-05,34.7010551,49.84583762,140.008,hip hop,3.650433333
katy perry,part of me,216160,FALSE,2012,73,69.53846154,91.89189189,5,-4.63,1,6.163194444,0.046696529,0,8.722157093,79.03391572,130.028,pop,3.602666667
nicki minaj,starships,210626,TRUE,2012,75,76.61538462,71.67167167,11,-2.457,0,13.02083333,15.11758119,0,29.42555686,77.18396711,125.008,hip hop,3.510433333
kendrick lamar,m.a.a.d city,350120,TRUE,2012,67,49.94871795,72.97297297,2,-6.815,1,47.04861111,6.024636058,4.07E-06,51.58264947,22.30215827,91.048,hip hop,5.835333333
asaf avidan & the mojos,one day / reckoning song (wankelmut remix) [radio edit],212360,FALSE,2012,0,84.20512821,67.66766767,3,-6.366,0,9.496527778,20.9406495,0.0001,10.86752638,57.45118191,119.012,pop,3.539333333
florence + the machine,spectrum (say my name) - calvin harris remix,218190,FALSE,2011,68,59.28205128,94.69469469,11,-3.85,0,8.368055556,0.251959686,0.00412,11.32473623,60.43165468,126.092,rock,3.6365
azealia banks,212,204956,TRUE,2014,0,86.87179487,76.97697698,11,-5.761,0,44.79166667,1.623740202,0.00012,8.991793669,64.33710175,126.017,hip hop,3.415933333
maroon 5,payphone,231173,TRUE,2012,82,76.20512821,75.27527528,4,-4.813,1,7.1875,2.105263158,0,33.64595545,56.01233299,110.015,pop,3.852883333
james arthur,impossible,209440,FALSE,2013,75,38.56410256,69.56956957,0,-4.782,0,16.19791667,15.11758119,0,12.89566237,31.03802672,169.533,pop,3.490666667
